Caffeine_Intake_mg,Movement_During_Sleep,Sleep_Duration_Hours,Light_Exposure_hours,Bedtime_Consistency,Heart_Rate_Variability,Sleep_Quality_Score,Cluster,Cluster_k3,Cluster_k4,Caffeine_Sleep_Interaction
-0.43236933713970904,-0.692816396715791,-1.840106847420675,-0.05079912345771808,0.7489658513133022,0.4877585717129764,-0.5349028663840548,-1.2023015989695511,-1.2023015989695511,-1.6300041483938836,0.795605777885517
-0.4639217241389279,-0.15295893366284832,-0.8198425431239396,-0.5162209516520442,-1.7632239789264215,-0.16102190351705797,-0.5349028663840548,-1.2023015989695511,-1.2023015989695511,1.414835481233545,0.3803427661285014
-1.5774918427454514,-0.8120901780240908,-0.38464745027095687,-0.1886081851881267,0.679919236042767,0.6420145667955476,2.4872500668551822,-0.08699399324640544,-0.08699399324640544,-0.6150576051847407,0.6067782151352711
-0.3327047551092822,-0.319234727909154,1.8569763363859924,0.688690764201379,-0.24979613438094417,1.53638248233551,-0.5349028663840548,-1.2023015989695511,-1.2023015989695511,-1.6300041483938836,-0.6178248572410336
0.798244124450513,-1.9323717994377703,0.5603563124977832,1.2455898561048313,0.6727754033251274,-0.25899524150792463,-0.5349028663840548,1.0283136124767402,1.0283136124767402,0.39988893802440223,0.44730113405011096
-1.3372742285475665,0.21105536313586593,-1.2826204935237648,0.5460411147467893,0.7408756577761236,-0.2589784668736854,1.5208839826129221,-0.08699399324640544,-0.08699399324640544,-0.6150576051847407,1.7152153309962916
1.1341003454644876,-0.0047089685708948436,0.4916678830570591,0.08245958723400802,1.5554277770494032,1.5937866456803096,-0.5349028663840548,-1.2023015989695511,-1.2023015989695511,-1.6300041483938836,0.557600716028804
0.5375057518234978,-0.8371864678628897,-1.4889506459629547,1.4633109651941687,1.305997895021504,0.7643635854529978,-0.5349028663840548,-1.2023015989695511,-1.2023015989695511,-1.6300041483938836,-0.8003195363864006
-0.7627140998878298,0.6647369556461687,1.0728522005642618,-0.32751677662506123,1.2992519892836107,-0.49943123816242657,-0.06168843315650956,1.0283136124767402,1.0283136124767402,0.39988893802440223,-0.8182795004660484
-0.13207583342285575,0.9478855892312789,-0.44067517611750673,1.0013826461444646,1.3944306889413913,0.5346009779056657,-0.5349028663840548,-1.2023015989695511,-1.2023015989695511,-1.6300041483938836,0.05820254115448344
1.7191306422836372,-1.641358843527499,-0.07297447573622305,-0.3030169964348771,0.2649239097492097,-0.4932428955242647,-0.5349028663840548,1.0283136124767402,1.0283136124767402,0.39988893802440223,-0.12545265734272484
0.7990088568371656,-0.7818803332749915,1.3096543966487437,0.40811864177515034,0.010855120078222102,-0.49560521170573885,-0.5349028663840548,1.0283136124767402,1.0283136124767402,0.39988893802440223,1.0464254623180806
0.027857901595201576,-0.7884091394825319,-1.2355553130789783,-0.13044601465259154,0.8348650819192004,0.22746935147074085,-0.5349028663840548,-1.2023015989695511,-1.2023015989695511,-1.6300041483938836,-0.03441997832718265
-0.23438359935026204,-0.9621296662714999,-1.342658955871218,-0.0733736709582662,0.6969117621771551,-1.9746199551846506,-0.5349028663840548,1.0283136124767402,1.0283136124767402,0.39988893802440223,0.31469723877696076
0.1000243206607497,0.8379166908387594,-0.5502335352309239,-0.39135316418015037,-0.323648552840234,-1.7821632592734395,-0.5349028663840548,1.0283136124767402,1.0283136124767402,0.39988893802440223,-0.05503673556623585
